Longitude,Latitude,Year,Month,Avg Capacity (1000 m3/d),Avg Throughput (1000 m3/d),Avg Throughput (GJ/d)
-114.588,49.6348,2022,10,84759.0,71667.38303180323,2709027.0786021617
-114.588,49.6348,2022,11,84260.0,81475.41956578,3079770.859586484
-114.588,49.6348,2022,12,84260.0,82498.52125644515,3118444.103493627
-114.588,49.6348,2023,1,84260.0,83644.30360472904,3161754.6762587572
-114.588,49.6348,2023,2,84260.0,81291.93125192143,3072835.00132263
-114.588,49.6348,2023,3,84260.0,82114.79445451935,3103939.2303808318
-114.588,49.6348,2023,4,84260.0,79771.69568708334,3015370.09697175
-114.588,49.6348,2023,5,84260.0,65535.3384736258,2477235.794303056
-114.588,49.6348,2023,6,84260.0,76199.57393034334,2880343.894566978
-114.588,49.6348,2023,7,84260.0,73743.97574484517,2787522.283155147
-114.588,49.6348,2023,8,84260.0,75826.10013846774,2866226.5852340804
-114.588,49.6348,2023,9,84260.0,76183.77093998667,2879746.541531496
-114.4925,51.22022,2011,11,,14845.465535185922,561158.5972300279
-114.4925,51.22022,2011,12,,14995.040914480942,566812.5465673796
-114.4925,51.22022,2012,1,,17120.368237153514,647149.9193644028
-114.4925,51.22022,2012,2,,16066.246356182803,607304.1122637098
-114.4925,51.22022,2012,3,,13013.312105245517,491903.1975782805
-114.4925,51.22022,2012,4,,10684.55002980138,403875.9911264921
-114.4925,51.22022,2012,5,,8626.629210811296,326086.584168667
-114.4925,51.22022,2012,6,,7079.355486083897,267599.63737397135
-114.4925,51.22022,2012,7,,5864.144246401273,221664.65251396815
-114.4925,51.22022,2012,8,,5738.403331126355,216911.6459165762
-114.4925,51.22022,2012,9,,6666.4466666666685,251991.68400000004
-114.4925,51.22022,2012,10,,12650.445161290336,478186.82709677465
-114.4925,51.22022,2012,11,,16313.656536909375,616656.2170951742
-114.4925,51.22022,2012,12,,19709.18525339079,745007.2025781719
-114.4925,51.22022,2013,1,,17855.961148332564,674955.3314069709
-114.4925,51.22022,2013,2,,14967.365210838563,565766.4049696976
-114.4925,51.22022,2013,3,,15412.843763544011,582605.4942619636
-114.4925,51.22022,2013,4,,12417.401306750779,469377.76939517935
-114.4925,51.22022,2013,5,,8153.828975157849,308214.7352609667
-114.4925,51.22022,2013,6,,7207.3999409964445,272439.7177696656
-114.4925,51.22022,2013,7,,5958.941778454576,225247.99922558293
-114.4925,51.22022,2013,8,,5870.68796528048,221912.0050876021
-114.4925,51.22022,2013,9,,5478.274230789829,207078.7659238555
-114.4925,51.22022,2013,10,,9875.127159238218,373279.80661920464
-114.4925,51.22022,2013,11,,15910.091657864301,601401.4646672704
-114.4925,51.22022,2013,12,,20163.96644544323,762197.931637754
-114.4925,51.22022,2014,1,,17118.452544572203,647077.5061848293
-114.4925,51.22022,2014,2,,21715.294418327594,820838.1290127829
-114.4925,51.22022,2014,3,,17230.830356358147,651325.3874703379
-114.4925,51.22022,2014,4,,9762.311488418753,369015.37426222884
-114.4925,51.22022,2014,5,,7071.867322829534,267316.5848029564
-114.4925,51.22022,2014,6,,6118.471765013545,231278.232717512
-114.4925,51.22022,2014,7,,5973.80645161291,225809.88387096795
-114.4925,51.22022,2014,8,,6139.4594032979085,232071.56544466093
-114.4925,51.22022,2014,9,,7555.062278869171,285581.3541412547
-114.4925,51.22022,2014,10,,9833.22551853053,371695.924600454
-114.4925,51.22022,2014,11,,15181.489015301337,573860.2847783904
-114.4925,51.22022,2014,12,,15382.146976475016,581445.1557107556
-114.4925,51.22022,2015,1,,16445.829813881195,621652.3669647091
-114.4925,51.22022,2015,2,,16235.06751689114,613685.552138485
-114.4925,51.22022,2015,3,,13546.483636601173,512057.0814635243
-114.4925,51.22022,2015,4,,12216.835664616261,461796.3881224946
-114.4925,51.22022,2015,5,,10208.037234833548,385863.80747670814
-114.4925,51.22022,2015,6,,6948.343882423592,262647.39875561174
-114.4925,51.22022,2015,7,,8021.2372348335475,303202.7674767081
-114.4925,51.22022,2015,8,,7892.587836204095,298339.82020851475
-114.4925,51.22022,2015,9,,9289.322785313612,351136.4012848545
-114.4925,51.22022,2015,10,,9991.592629588047,377682.2013984282
-114.4925,51.22022,2015,11,,16375.719467489322,619002.1958710963
-114.4925,51.22022,2015,12,,18290.356445977788,691375.4736579604
-114.4925,51.22022,2016,1,,18830.480398032178,711792.159045616
-114.4925,51.22022,2016,2,,15793.814413275917,597006.1848218295
-114.4925,51.22022,2016,3,,15287.5635305302,577869.9014540416
-114.4925,51.22022,2016,4,,11327.189433715954,428167.76059446303
-114.4925,51.22022,2016,5,,10640.4395206937,402208.61388222186
-114.4925,51.22022,2016,6,,9280.71513110222,350811.03195566393
-114.4925,51.22022,2016,7,,8525.10645161291,322249.023870968
-114.4925,51.22022,2016,8,,8631.032893550939,326253.04337622545
-114.4925,51.22022,2016,9,,9478.050968235944,358270.32659931865
-114.4925,51.22022,2016,10,,12876.801498630424,486743.0966482299
-114.4925,51.22022,2016,11,,14539.811099605742,549604.859565097
-114.4925,51.22022,2016,12,,23243.233777827954,878594.2368018966
-114.4925,51.22022,2017,1,,22240.361043193465,840685.647432713
-114.4925,51.22022,2017,2,,21440.089928035763,810435.3992797517
-114.4925,51.22022,2017,3,,18054.08611117535,682444.4550024283
-114.4925,51.22022,2017,4,,13722.976100382619,518728.49659446295
-114.4925,51.22022,2017,5,,10232.720165854987,386796.82226931857
-114.4925,51.22022,2017,6,,7324.148464435546,276852.8119556636
-114.4925,51.22022,2017,7,,7952.065070245514,300588.05965528043
-114.4925,51.22022,2017,8,,9325.73611935739,352512.8253117093
-114.4925,51.22022,2017,9,,11368.384301569275,429724.9265993185
-114.4925,51.22022,2017,10,,13788.356337340103,521199.8695514559
-114.4925,51.22022,2017,11,38097.384,19352.72443293907,731532.9835650969
-114.4925,51.22022,2017,12,38097.384,21866.01822260385,826535.4888144254
-114.4925,51.22022,2018,1,38097.384,22154.5191077096,837440.8222714227
-114.4925,51.22022,2018,2,38097.384,25719.4220708929,972194.1542797515
-114.4925,51.22022,2018,3,38097.384,20264.51191762696,765998.5504862991
-114.4925,51.22022,2018,4,38097.384,13806.212767049283,521874.8425944628
-114.4925,51.22022,2018,5,38097.384,10602.30081101628,400766.97065641533
-114.4925,51.22022,2018,6,38097.384,9371.215131102217,354231.9319556638
-114.4925,51.22022,2018,7,38097.384,10145.665070245519,383506.13965528057
-114.4925,51.22022,2018,8,38097.384,10230.245796776744,386703.29111816094
-114.4925,51.22022,2018,9,38097.384,13998.164301569272,529130.6105993184
-114.4925,51.22022,2018,10,38097.384,15891.49504701752,600698.5127772623
-114.4925,51.22022,2018,11,42303.0,18236.534432939075,689341.001565097
-114.4925,51.22022,2018,12,42303.0,20443.442064194773,772762.1100265621
-114.4925,51.22022,2019,1,42303.0,21557.209430290244,814862.516464971
-114.4925,51.22022,2019,2,42303.0,29386.918499464333,1110825.5192797517
-114.4925,51.22022,2019,3,42303.0,19589.840949885034,740495.9879056542
-114.4925,51.22022,2019,4,42303.0,13632.40943371595,515305.0765944629
-114.4925,51.22022,2019,5,42303.0,11980.210488435636,452851.95646286703
-114.4925,51.22022,2019,6,42303.0,10845.095131102218,409944.5959556639
-114.4925,51.22022,2019,7,42303.0,10149.419908955193,383648.0725585063
-114.4925,51.22022,2019,8,42303.0,10153.136119357387,383788.5453117092
-114.4925,51.22022,2019,9,42303.0,11967.900968235941,452386.6565993185
-114.4925,51.22022,2019,10,42303.0,15062.820853469135,569374.6282611332
-114.4925,51.22022,2019,11,39560.0,18433.214432939076,696775.5055650971
-114.4925,51.22022,2019,12,39560.0,21491.222709356065,812368.218413659
-114.4925,51.22022,2020,1,39560.0,24620.509430290243,930655.256464971
-114.4925,51.22022,2020,2,39560.0,21497.63855120695,812610.7372356227
-114.4925,51.22022,2020,3,39560.0,21308.69578859471,805468.7008088799
-114.4925,51.22022,2020,4,39560.0,16585.696100382615,626939.3125944628
-114.4925,51.22022,2020,5,39560.0,12600.865327145311,476312.7093660927
-114.4925,51.22022,2020,6,39560.0,10167.568464435553,384334.0879556639
-114.4925,51.22022,2020,7,39560.0,9941.513457342293,375789.2086875387
-114.4925,51.22022,2020,8,39560.0,9827.365151615453,371474.40273106407
-114.4925,51.22022,2020,9,39560.0,11137.47096823594,420996.40259931854
-114.4925,51.22022,2020,10,39560.0,16427.791821211064,620970.5308417781
-114.4925,51.22022,2020,11,42825.0,19239.974432939078,727271.033565097
-114.4925,51.22022,2020,12,42825.0,20471.864644839934,773836.4835749494
-114.4925,51.22022,2021,1,42825.0,21682.870720612824,819612.5132391647
-114.4925,51.22022,2021,2,42825.0,26193.697070892908,990121.749279752
-114.4925,51.22022,2021,3,42825.0,17681.13127246568,668346.7620992025
-114.4925,51.22022,2021,4,42825.0,12165.769433715952,459866.08459446294
-114.4925,51.22022,2021,5,42825.0,11483.613714242083,434080.5983983507
-114.4925,51.22022,2021,6,42825.0,9836.511797768886,371820.1459556639
-114.4925,51.22022,2021,7,42825.0,10181.72958637455,384869.3783649579
-114.4925,51.22022,2021,8,42825.0,10485.610312905781,396356.0698278384
-114.4925,51.22022,2021,9,42825.0,11205.37096823594,423563.0225993185
-114.4925,51.22022,2021,10,42825.0,15362.046667894925,580685.3640464281
-114.4925,51.22022,2021,11,41559.0,18364.091104539064,694162.6437515765
-114.4925,51.22022,2021,12,41559.0,26670.47109707219,1008143.8074693286
-114.4925,51.22022,2022,1,41559.0,23282.141691735393,880064.9559475977
-114.4925,51.22022,2022,2,41559.0,21848.8970772929,825888.3095216715
-114.4925,51.22022,2022,3,41559.0,18645.834498478573,704812.54404249
-114.4925,51.22022,2022,4,41559.0,15666.749441342605,592203.1288827504
-114.4925,51.22022,2022,5,41559.0,12617.452433029166,476939.7019685024
-114.4925,51.22022,2022,6,41559.0,11319.2618059022,427868.0962631031
-114.4925,51.22022,2022,7,41559.0,10423.88442825841,394022.83138816786
-114.4925,51.22022,2022,8,41559.0,9577.494189267061,362029.28035429487
-114.4925,51.22022,2022,9,41559.0,9521.514306182607,359913.2407737026
-114.4925,51.22022,2022,10,41559.0,13107.264093654354,495454.5827401345
-114.4925,51.22022,2022,11,42759.0,23278.594436939064,879930.8697162964
-114.4925,51.22022,2022,12,42759.0,26970.199935423505,1019473.5575590084
-114.4925,51.22022,2023,1,42759.0,21895.014088642383,827631.532550682
-114.4925,51.22022,2023,2,42759.0,23293.160733629888,880481.4757312096
-114.4925,51.22022,2023,3,42759.0,21156.773193494108,799726.0267140773
-114.4925,51.22022,2023,4,42759.0,16574.73079957333,626524.8242238719
-114.4925,51.22022,2023,5,42759.0,11392.298074090324,430628.8672006142
-114.4925,51.22022,2023,6,42759.0,10605.748013626666,400897.27491508797
-114.4925,51.22022,2023,7,42759.0,10644.386780464514,402357.82030155865
-114.4925,51.22022,2023,8,42759.0,10670.092268825807,403329.4877616154
-114.4925,51.22022,2023,9,42759.0,12025.72533936,454572.41782780795
-113.59329,51.80478,2011,11,,28803.699644936016,1088779.8465785815
-113.59329,51.80478,2011,12,,29703.388853636094,1122788.0986674442
-113.59329,51.80478,2012,1,,31631.726312297375,1195679.2546048407
-113.59329,51.80478,2012,2,,29863.109446684804,1128825.5370846856
-113.59329,51.80478,2012,3,,26362.5139336301,996503.0266912177
-113.59329,51.80478,2012,4,,23687.124678777796,895373.3128578006
-113.59329,51.80478,2012,5,,19320.90657176816,730330.2684128364
-113.59329,51.80478,2012,6,,17286.83274333432,653442.2776980373
-113.59329,51.80478,2012,7,,17993.313749216428,680147.259720381
-113.59329,51.80478,2012,8,,17530.106172414628,662638.0133172728
-113.59329,51.80478,2012,9,,17898.36333341334,676558.1340030243
-113.59329,51.80478,2012,10,,24831.39032356129,938626.5542306167
-113.59329,51.80478,2012,11,,31532.593974842774,1191932.0522490568
-113.59329,51.80478,2012,12,,34993.271078880956,1322745.6467817
-113.59329,51.80478,2013,1,,32901.36745181527,1243671.6896786173
-113.59329,51.80478,2013,2,,29619.007668880746,1119598.4898836922
-113.59329,51.80478,2013,3,,29456.79654721527,1113466.909484737
-113.59329,51.80478,2013,4,,25377.699066190118,959277.0247019865
-113.59329,51.80478,2013,5,,18743.270290211884,708495.6169700092
-113.59329,51.80478,2013,6,,17609.5936058081,665642.638299546
-113.59329,51.80478,2013,7,,17845.474626281615,674558.940873445
-113.59329,51.80478,2013,8,,18877.347429529585,713563.7328362183
-113.59329,51.80478,2013,9,,18113.432491843847,684687.7481916974
-113.59329,51.80478,2013,10,,21645.424392734723,818197.0420453724
-113.59329,51.80478,2013,11,,30190.993615666284,1141219.5586721855
-113.59329,51.80478,2013,12,,34867.62506310572,1317996.2273853961
-113.59329,51.80478,2014,1,,31770.418727239947,1200921.82788967
-113.59329,51.80478,2014,2,,35930.84687849507,1358186.0120071135
-113.59329,51.80478,2014,3,,30504.201254385844,1153058.8074157846
-113.59329,51.80478,2014,4,,23525.7546320937,889273.5250931417
-113.59329,51.80478,2014,5,,20309.531000668445,767700.2718252672
-113.59329,51.80478,2014,6,,16591.692450600724,627165.9746327072
-113.59329,51.80478,2014,7,,17362.98709566452,656320.9122161189
-113.59329,51.80478,2014,8,,17431.438566295474,658908.377805969
-113.59329,51.80478,2014,9,,17165.862961239756,648869.6199348627
-113.59329,51.80478,2014,10,,20153.746200251488,761811.6063695062
-113.59329,51.80478,2014,11,,29474.459347499185,1114134.5633354692
-113.59329,51.80478,2014,12,,30750.312588695346,1162361.815852684
-113.59329,51.80478,2015,1,,31315.13871432476,1183712.2434014757
-113.59329,51.80478,2015,2,,32660.716282737674,1234575.075487484
-113.59329,51.80478,2015,3,,25895.53919622342,978851.3816172451
-113.59329,51.80478,2015,4,,19838.35633954458,749889.869634785
-113.59329,51.80478,2015,5,,17077.69791767454,645536.9812880976
-113.59329,51.80478,2015,6,,16580.45043998235,626741.0266313327
-113.59329,51.80478,2015,7,,16592.255982680996,627187.2761453417
-113.59329,51.80478,2015,8,,17414.45981475924,658266.5809978993
-113.59329,51.80478,2015,9,,18921.32282436237,715226.0027608976
-113.59329,51.80478,2015,10,,20451.91319635464,773082.3188222053
-113.59329,51.80478,2015,11,,25507.503631453324,964183.6372689357
-113.59329,51.80478,2015,12,,30776.260691288328,1163342.6541306986
-113.59329,51.80478,2016,1,,31336.84489198259,1184532.7369169418
-113.59329,51.80478,2016,2,,26441.43399202429,999486.204898518
-113.59329,51.80478,2016,3,,24520.47655282633,926874.0136968353
-113.59329,51.80478,2016,4,,19542.130863568913,738692.5466429049
-113.59329,51.80478,2016,5,,18354.74235041153,693809.2608455558
-113.59329,51.80478,2016,6,,16971.68541551035,641529.7087062912
-113.59329,51.80478,2016,7,,17284.9419347871,653370.8051349523
-113.59329,51.80478,2016,8,,18164.687517753915,686625.1881710979
-113.59329,51.80478,2016,9,,17789.780024548934,672453.6849279497
-113.59329,51.80478,2016,10,,24101.95354568946,911053.8440270615
-113.59329,51.80478,2016,11,,26159.885671108143,988843.6783678875
-113.59329,51.80478,2016,12,,34182.709792077396,1292106.4301405256
-113.59329,51.80478,2017,1,,32546.137785556795,1230244.0082940466
-113.59329,51.80478,2017,2,,31225.276372825163,1180315.446892791
-113.59329,51.80478,2017,3,,30012.669447200522,1134478.9051041796
-113.59329,51.80478,2017,4,,23482.146554022238,887625.1397420407
-113.59329,51.80478,2017,5,,18698.14054565668,706789.7126258225
-113.59329,51.80478,2017,6,,18602.93711068365,703191.0227838419
-113.59329,51.80478,2017,7,,18854.96898082382,712717.8274751405
-113.59329,51.80478,2017,8,,19119.92181365713,722733.0445562394
-113.59329,51.80478,2017,9,,19372.889363082253,732295.2179245092
-113.59329,51.80478,2017,10,,25917.28159376687,979673.2442443876
-113.59329,51.80478,2017,11,60170.0,32221.67501012148,1217979.3153825917
-113.59329,51.80478,2017,12,60170.0,33330.1182735582,1259878.4707404997
-113.59329,51.80478,2018,1,60170.0,36142.64325391807,1366191.9149981027
-113.59329,51.80478,2018,2,60170.0,36590.42285353944,1383117.983863791
-113.59329,51.80478,2018,3,60170.0,31057.74265677471,1173982.672426084
-113.59329,51.80478,2018,4,60170.0,26345.36589258225,995854.8307396091
-113.59329,51.80478,2018,5,60170.0,19988.74393859218,755574.5208787844
-113.59329,51.80478,2018,6,60170.0,21638.98711060366,817953.7127808182
-113.59329,51.80478,2018,7,60170.0,23336.34639968833,882113.8939082188
-113.59329,51.80478,2018,8,60170.0,23691.570201399067,895541.3536128848
-113.59329,51.80478,2018,9,60170.0,26954.41269534891,1018876.7998841887
-113.59329,51.80478,2018,10,60170.0,28834.29772305719,1089936.4539315617
-113.59329,51.80478,2018,11,57873.0,33051.561675428144,1249349.0313311836
-113.59329,51.80478,2018,12,57873.0,35093.851488211505,1326547.5862543948
-113.59329,51.80478,2019,1,57873.0,36446.58841580194,1377681.0421173132
-113.59329,51.80478,2019,2,57873.0,42755.62999776801,1616162.8139156306
-113.59329,51.80478,2019,3,57873.0,33025.784593368255,1248374.65762932
-113.59329,51.80478,2019,4,57873.0,28365.3192262089,1072209.0667506964
-113.59329,51.80478,2019,5,57873.0,22970.360068321184,868279.6105825407
-113.59329,51.80478,2019,6,57873.0,21359.76711132366,807399.1968080343
-113.59329,51.80478,2019,7,57873.0,21053.89478722382,795837.2229570604
-113.59329,51.80478,2019,8,57873.0,23717.846034586153,896534.5801073564
-113.59329,51.80478,2019,9,57873.0,23767.43766953559,898409.1439084453
-113.59329,51.80478,2019,10,57873.0,27473.51226486365,1038498.7636118458
