fire_year,fire_number,fire_radius
2021,CWF001,5.641895835477563
2021,CWF002,5.641895835477563
2021,CWF003,12.6156626101008
2021,CWF004,21.850968611841584
2021,CWF005,30.90193616185517
2021,CWF006,5.641895835477563
2021,CWF007,5.641895835477563
2021,CWF008,25.2313252202016
2021,CWF009,242.01036973199618
2021,CWF010,18.712051592547777
2021,CWF011,5.641895835477563
2021,CWF012,5.641895835477563
2021,CWF013,56.41895835477563
2021,CWF014,25.2313252202016
2021,CWF015,5.641895835477563
2021,CWF016,50.4626504404032
2021,CWF017,5.641895835477563
2021,CWF018,5.641895835477563
2021,CWF019,17.841241161527712
2021,CWF020,12.6156626101008
2021,CWF021,25.2313252202016
2021,CWF022,25.2313252202016
2021,CWF023,39.89422804014327
2021,CWF024,5.641895835477563
2021,CWF025,5.641895835477563
2021,CWF026,5.641895835477563
2021,CWF027,5.641895835477563
2021,CWF028,5.641895835477563
2021,CWF029,5.641895835477563
2021,CWF030,5.641895835477563
2021,CWF031,5.641895835477563
2021,CWF032,5.641895835477563
2021,CWF033,5.641895835477563
2021,CWF034,5.641895835477563
2021,CWF035,5.641895835477563
2021,CWF036,5.641895835477563
2021,CWF037,5.641895835477563
2021,CWF038,5.641895835477563
2021,CWF039,5.641895835477563
2021,CWF040,5.641895835477563
2021,CWF041,5.641895835477563
2021,CWF042,5.641895835477563
2021,CWF043,5.641895835477563
2021,CWF044,5.641895835477563
2021,CWF045,5.641895835477563
2021,CWF046,5.641895835477563
2021,CWF047,5.641895835477563
2021,CWF048,5.641895835477563
2021,CWF049,5.641895835477563
2021,CWF050,5.641895835477563
2021,CWF051,5.641895835477563
2021,CWF052,5.641895835477563
2021,CWF053,5.641895835477563
2021,CWF054,5.641895835477563
2021,CWF055,5.641895835477563
2021,CWF056,5.641895835477563
2021,CWF057,5.641895835477563
2021,CWF058,5.641895835477563
2021,CWF059,5.641895835477563
2021,CWF060,5.641895835477563
2021,CWF061,72.47146419131151
2021,CWF062,5.641895835477563
2021,CWF063,5.641895835477563
2021,CWF064,5.641895835477563
2021,CWF065,54.990398423233955
2021,CWF066,17.841241161527712
2021,CWF067,5.641895835477563
2021,CWF068,5.641895835477563
2021,CWF069,5.641895835477563
2021,CWF070,17.841241161527712
2021,CWF071,5.641895835477563
2021,CWF072,5.641895835477563
2021,CWF073,5.641895835477563
2021,CWF074,5.641895835477563
2021,CWF075,5.641895835477563
2021,CWF076,5.641895835477563
2021,CWF077,5.641895835477563
2021,CWF078,5.641895835477563
2021,CWF079,5.641895835477563
2021,CWF080,5.641895835477563
2021,CWF081,5.641895835477563
2021,CWF082,5.641895835477563
2021,CWF083,5.641895835477563
2021,CWF084,5.641895835477563
2021,CWF085,5.641895835477563
2021,CWF086,5.641895835477563
2021,CWF087,5.641895835477563
2021,CWF088,5.641895835477563
2021,CWF089,5.641895835477563
2021,CWF090,118.34540545406395
2021,CWF091,5.641895835477563
2021,CWF092,5.641895835477563
2021,CWF093,5.641895835477563
2021,CWF094,5.641895835477563
2021,CWF095,5.641895835477563
2021,CWF096,5.641895835477563
2021,CWF097,5.641895835477563
2021,CWF098,5.641895835477563
2021,CWF099,5.641895835477563
2021,CWF100,5.641895835477563
2021,CWF101,5.641895835477563
2021,CWF102,5.641895835477563
2021,CWF103,12.6156626101008
2021,CWF104,5.641895835477563
2021,CWF105,5.641895835477563
2021,CWF106,5.641895835477563
2021,CWF107,35.682482323055424
2021,CWF108,137.04117368456699
2021,CWF109,5.641895835477563
2021,CWF110,17.841241161527712
2021,CWF111,12.6156626101008
2021,CWF112,17.841241161527712
2021,CWF113,5.641895835477563
2021,CWF114,5.641895835477563
2021,CWF115,5.641895835477563
2021,CWF116,5.641895835477563
2021,CWF117,5.641895835477563
2021,CWF118,5.641895835477563
2021,CWF119,5.641895835477563
2021,CWF120,5.641895835477563
2021,CWF121,5.641895835477563
2021,CWF122,5.641895835477563
2021,CWF123,5.641895835477563
2021,CWF124,5.641895835477563
2021,CWF125,5.641895835477563
2021,CWF126,5.641895835477563
2021,CWF127,5.641895835477563
2021,CWF128,5.641895835477563
2021,CWF129,5.641895835477563
2021,CWF130,5.641895835477563
2021,CWF131,5.641895835477563
2021,CWF132,5.641895835477563
2021,CWF133,5.641895835477563
2021,CWF134,5.641895835477563
2021,CWF135,5.641895835477563
2021,CWF136,5.641895835477563
2021,CWF137,5.641895835477563
2021,CWF138,5.641895835477563
2021,CWF139,5.641895835477563
2021,CWF140,5.641895835477563
2021,CWF141,5.641895835477563
2021,CWF142,5.641895835477563
2021,CWF143,5.641895835477563
2021,CWF144,35.682482323055424
2021,CWF145,5.641895835477563
2021,CWF146,5.641895835477563
2021,CWF147,5.641895835477563
2021,CWF148,5.641895835477563
2021,CWF149,5.641895835477563
2021,CWF150,5.641895835477563
2021,CWF151,17.841241161527712
2021,CWF152,17.841241161527712
2021,CWF153,5.641895835477563
2021,CWF154,5.641895835477563
2021,CWF155,5.641895835477563
2021,CWF156,5.641895835477563
2021,CWF157,5.641895835477563
2021,CWF158,5.641895835477563
2021,CWF159,154.50968080927584
2021,CWF160,5.641895835477563
2021,CWF161,5.641895835477563
2021,CWF162,5.641895835477563
2021,CWF163,17.841241161527712
2021,CWF164,5.641895835477563
2021,CWF165,5.641895835477563
2021,CWF166,17.841241161527712
2021,CWF167,17.841241161527712
2021,CWF168,39.89422804014327
2021,CWF169,5.641895835477563
2021,CWF170,343.1831258788849
2021,CWF171,17.841241161527712
2021,CWF172,25.2313252202016
2021,CWF173,5.641895835477563
2021,EWF001,5.641895835477563
2021,EWF002,17.841241161527712
2021,EWF003,17.841241161527712
2021,EWF004,5.641895835477563
2021,EWF005,17.841241161527712
2021,EWF006,64.32750982580687
2021,EWF007,141.61046158239446
2021,EWF008,17.841241161527712
2021,EWF009,17.841241161527712
2021,EWF010,5.641895835477563
2021,EWF011,5.641895835477563
2021,EWF012,5.641895835477563
2021,EWF013,5.641895835477563
2021,EWF014,150.65024024177418
2021,EWF015,17.841241161527712
2021,EWF016,39.89422804014327
2021,EWF017,56.98035485213009
2021,EWF018,5.641895835477563
2021,EWF019,34.77898169151024
2021,EWF020,5.641895835477563
2021,EWF021,33.851375012865375
2021,EWF022,21.110041228223764
2021,EWF023,5.641895835477563
2021,EWF024,28.76813695875796
2021,EWF025,5.641895835477563
2021,EWF026,5.641895835477563
2021,EWF027,39.89422804014327
2021,EWF028,306.95231927842156
2021,EWF029,160.07481325241378
2021,EWF030,47.20348719413148
2021,EWF031,5.641895835477563
2021,EWF032,20.342144725641095
2021,EWF033,46.1809077155419
2021,EWF034,35.682482323055424
2021,EWF035,5.641895835477563
2021,EWF036,1235.1758111616778
2021,EWF037,14.927053303604618
2021,EWF038,189.65499502720286
2021,EWF039,5.641895835477563
2021,EWF040,5.641895835477563
2021,EWF041,16.925687506432688
2021,EWF042,5.641895835477563
2021,EWF043,5.641895835477563
2021,EWF044,56.41895835477563
2021,EWF045,73.77736139048902
2021,EWF046,19.544100476116796
2021,EWF047,5.641895835477563
2021,EWF048,5.641895835477563
2021,EWF049,165.45286401814263
2021,EWF050,21.110041228223764
2021,EWF051,56.41895835477563
2021,EWF052,5.641895835477563
2021,EWF053,5.641895835477563
2021,EWF054,12.6156626101008
2021,EWF055,26.462837142006137
2021,EWF056,164.48811606198853
2021,EWF057,39.89422804014327
2021,EWF058,5.641895835477563
2021,EWF059,5.641895835477563
2021,EWF060,5.641895835477563
2021,EWF061,5.641895835477563
2021,EWF062,5.641895835477563
2021,EWF063,5.641895835477563
2021,EWF064,52.62410103554244
2021,EWF065,9.772050238058398
2021,EWF066,63.330123684671285
2021,EWF067,34.318312587888485
2021,EWF068,5.641895835477563
2021,EWF069,17.841241161527712
2021,EWF070,5.641895835477563
2021,EWF071,50.4626504404032
2021,EWF072,5.641895835477563
2021,EWF073,25.2313252202016
2021,EWF074,5.641895835477563
2021,EWF075,746.3526651802308
2021,EWF076,17.841241161527712
2021,EWF077,5.641895835477563
2021,EWF078,17.841241161527712
2021,EWF079,5.641895835477563
2021,EWF080,43.70193722368317
2021,EWF081,5.641895835477563
