Reporting Facility ID,Facility Subtype,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10
ABGP0001224,Gas Plant Sweet,/06-16-038-04W5,52.265332,-114.516843,CRESTAR MED RIVER,MEDICINE RIVER,A5D4,Cenovus Energy Inc.,F6714     ,Amended,"Aug 05, 2010",A5D4,Cenovus Energy Inc.,B010,"Feb 28, 2001","Aug 05, 2010", ,200,195,0,0,0,0,12,0,0, , , ,"Jan 01, 1991","Dec 01, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001225,Gas Plant Sweet,/08-24-063-10W5,54.461507,-115.363398,TRI SEVEN JUDY CREEK,JUDY CREEK,A2J6,Crescent Point Energy Corp.,F13962    ,Amended,"Apr 29, 2022",A2J6,Crescent Point Energy Corp.,B010,"Mar 06, 2001","Apr 29, 2022", ,242,226,0,0,0,0,100,0,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ABGP0001226,Gas Plant Sweet,00/11-35-034-27W4,51.96333,-113.72722,HUSKY DAVEY LAKE 13-35,DAVEY,A7PA,Vantage Point Resources Inc.,F4718     ,Amended,"Jul 04, 2007",A7PA,Vantage Point Resources Inc.,B010,"Mar 19, 2001","Jul 04, 2007",,268,262,0,0,0,0,2.8,0,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001227,Gas Plant Sweet,/10-08-041-01W5,52.515958,-114.10394,OPAL GILBY,GILBY,A5BE,Whitecap Resources Inc.,F8775     ,Abandoned,"Sep 06, 2017",A7J4,Certus Oil And Gas Inc.,B010,"Mar 02, 2001","Jun 14, 2007", ,241,226,0,0,0,0,14.8,5.1,0, , , ,"Jan 01, 1991","Jan 01, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001228,Gas Plant Sweet,00/16-21-033-01W5,51.851381,-114.07576,HUSKY GARRINGTON 16-21,GARRINGTON,0PG9,Response Energy Corporation,F4510     ,Amended,"Aug 11, 2015",0PG9,Response Energy Corporation,B010,"Mar 26, 2001","Aug 11, 2015", ,60,56,0,0,0,0,3,0,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001229,Gas Plant Sweet,00/14-29-074-25W4,55.444696,-113.817513,DEVON MARTEN HILLS,MARTEN HILLS,0Z5F,Sequoia Resources Corp.,F15390    ,Amended,"Jun 24, 2003",0Z5F,Sequoia Resources Corp.,B020,"Feb 28, 2001","Aug 26, 2006", ,453,440, , , , , , , , , , ,"Jan 01, 1991","Jun 01, 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ABGP0001230,Gas Plant Sweet,/08-10-042-22W4,52.599096,-113.079097,ENERMARK BASHAW,BASHAW,A1H9,Ember Resources Inc.,F8986     ,Amended,"Jun 29, 2004",A1H9,Ember Resources Inc.,B010,"Mar 02, 2001","Aug 26, 2006", ,194,182,0,0,0,0,0,1,0,0, , ,"Jan 01, 1991","Nov 01, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001231,Gas Plant Sweet,/13-05-034-03W5,51.895238,-114.400289,APACHE GARRINGTON,GARRINGTON,A573,Tourmaline Oil Corp.,F4736     ,Issued,"Feb 28, 2001",A5RX,Bonavista Energy Corporation,B010,"Feb 28, 2001", , ,563, , , , , , , , , , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001232,Gp Acid Gas Flaring,00/13-17-040-09W4,52.447377,-111.273404,APACHE PROVOST,PROVOST,A7BT,Karve Energy Inc.,F7854     ,Amended,"Nov 26, 2004",A7WF,Battle River Energy Ltd.,B010,"Mar 29, 2001","Aug 26, 2006", ,350,340, , , , , ,1,0, , , ,"Jan 01, 1991","Oct 01, 2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001233,Gas Plant Sweet,00/06-31-032-24W4,51.785571,-113.397911,TWINING N 6-31-32-24w4,TWINING,A1GR,Pine Cliff Energy Ltd.,F4376     ,Issued,"Mar 05, 2001",A1GR,Pine Cliff Energy Ltd.,B010,"Mar 05, 2001", ,,282, , , , , , , , , , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001234,Gas Plant Sweet,00/01-13-030-05W4,51.561595,-110.567852,BONAVISTA SEDALIA,SEDALIA,A573,Tourmaline Oil Corp.,F21149    ,Amended,"Jan 18, 2010",A0A7,NuVista Energy Ltd.,B020,"Mar 01, 2001","Jan 18, 2010", ,197, , , , , , , ,0, , , ,"Jan 01, 1991","Aug 01, 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001235,Gas Plant Sweet,00/14-35-029-24W4,51.530561,-113.277847,* ENRON SWALWELL,SWALWELL,0HE9,Canadian Natural Resources Limited,F4023     ,Amended,"Jun 01, 2021",A1H9,Ember Resources Inc.,B010,"Mar 05, 2001","Jun 01, 2021",,350,167.2,22800.2,0,0,0,2.8,0,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001236,Gas Plant Sweet,00/06-03-029-23W4,51.450889,-113.161004,* BUMPER CARBON,WAYNE-ROSEDALE,0M13,Bumper Development Corporation Ltd.,F4002     ,Issued,"Mar 05, 2001",A7AG,Lynx Energy ULC,B040,"Mar 05, 2001", ,Regenerative,100, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001237,Gas Plant Sweet,/04-31-030-02W4,51.606352,-110.285448,SAMSON HUDSON,SEDALIA,A0A7,NuVista Energy Ltd.,F4062     ,Amended,"May 18, 2010",A0A7,NuVista Energy Ltd.,B020,"Feb 21, 2001","May 18, 2010", ,202, , , , , , , ,0, , , ,"Jan 01, 1991","Jun 01, 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001239,Gas Plant Sweet,00/05-26-030-04W4,51.597074,-110.471609,SEDALIA 5-26-30-4W4,SEDALIA,0HE9,Canadian Natural Resources Limited,F20277    ,Abandoned,"Oct 23, 2019",0HE9,Canadian Natural Resources Limited,B010,"Mar 29, 2001","Aug 26, 2006", ,150,140, , , , , ,5.5,0, , , ,"Jan 01, 1991","Sep 01, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001240,Gp Acid Gas Flaring,00/08-12-044-21W4,52.776014,-112.909811,* RIFE FERINTOSH,FERINTOSH,0DZ7,Rife Resources Ltd.,F9461     ,Abandoned,"Mar 11, 2020",0DZ7,Rife Resources Ltd.,B010,"Mar 06, 2001","Dec 20, 2016", ,453,412.7,0,0,0,0,15.8,0.1,0, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001242,Gas Plant Sweet,00/10-29-053-10W5,53.60905,-115.43424,BEI CHIP LAKE 10-29,NORTHVILLE,A8C3,West 5 Resources Inc.,F12302    ,Amended,"Feb 25, 2003",A8C3,West 5 Resources Inc.,B010,"Mar 02, 2001","Aug 26, 2006", ,135,127, , , , ,37, ,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
ABGP0001243,Gp Acid Gas Inj,00/02-35-094-02W6,57.193345,-118.197473,HOTCHKISS 2-35-94-2w6,HOTCHKISS,0HE9,Canadian Natural Resources Limited,F17608    ,Abandoned,"Sep 30, 2021",0HE9,Canadian Natural Resources Limited,C300,"Feb 01, 2001","Aug 26, 2006",,563,544, , , , , , ,0.06, ,0.06, ,"Jan 01, 1991","Aug 01, 2018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001244,Gp Acid Gas Flaring%,/11-16-044-18W4,52.795833,-112.561388,THUNDER HOLMBERG,KELSEY,A6AG,Crimson Oil & Gas Ltd.,F9454     ,Abandoned,"Feb 17, 2015",A6AG,Crimson Oil & Gas Ltd.,D400,"Mar 06, 2001","Feb 23, 2008","Regenerative, Acid Gas Injection",283,75, , , , ,14.7, ,3.07, ,0,69.7,"Jan 01, 1991","Jan 01, 2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001245,Gas Plant Sweet,/11-16-031-23W4,51.65828,-113.208858,PENN WEST TWINING,TWINING,0026,Ovintiv Canada ULC,F4244     ,Amended,"Sep 15, 2004",A1H9,Ember Resources Inc.,B010,"Mar 06, 2001","Aug 26, 2006", ,150,145, , , , ,3, ,0, , , ,"Jan 01, 1991","Dec 01, 2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001246,Gas Plant Sweet,/06-36-040-03W5,52.485072,-114.303855,VERMILLION GILBY,GILBY,A6FW,Vermilion Energy Inc.,F8234     ,Issued,"Mar 01, 2001",A6FW,Vermilion Energy Inc.,B010,"Mar 01, 2001", , ,30, , , , , , , , , , , ,"Jan 01, 1991","Mar 01, 2016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001247,Gas Plant Sweet,/16-15-053-18W5,53.582961,-116.55965,TOM BROWN EDSON,EDSON,0026,Ovintiv Canada ULC,F12342    ,Issued,"Mar 06, 2001",A8NW,Kiwetinohk Energy Corp.,B010,"Mar 06, 2001", , ,42, , , , , , , , , , , , , ,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0
ABGP0001248,Gas Plant Sweet,/10-19-054-26W4,53.68253,-113.81897,HIGHLAND MORINVILLE,MORINVILLE,A8BA,Maga Energy Ltd.,F12425    ,Issued,"Apr 02, 2001",A74Y,Tidewater Midstream and Infrastructure Ltd.,B010,"Apr 02, 2001", , ,140.87, , , , , , , , , , , ,"Jan 01, 1991","Feb 01, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
