Reporting Facility ID,Facility Subtype,Surface Location,Location Latitude,Location Longitude,Facility Name,Field or Area,Operator Code,Operator Name,Licence Number,Licence Status,Licence Status Date,Licensee  BA Code,Licensee Name,Licence EDCT,Licence Issue Date,Most Recent Licence Amendment Date,Plant Processes,Raw Gas E3m3/d,Rec Sales Gas E3m3/d,C2 m3/d,C2 Mix m3/d,C3 m3/d,C4 m3/d,LPG Mix m3/d,C5+ m3/d,Sulphur Inlet t/d,Sulphur Recovered t/d,Max Sulphur Emission Rate t/d,Qtrly Approved Sulphur Rec Eff %,First Volumetric Activity Date,Last Volumetric Activity Date,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10
ABGP0001001,Gas Plant Sweet,00/15-36-036-16W4,52.141285,-112.155917,MAPLE GLEN 15-36-036-16W4,PROVOST,0HE9,Canadian Natural Resources Limited,F5566     ,Issued,"Nov 01, 2000",0HE9,Canadian Natural Resources Limited,B010,"Nov 01, 2000","Aug 26, 2006",,"1,419.00",1369,0, ,0,0,186.1,17, ,0, , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001002,Gp Sulphur Rcvry,00/16-33-038-22W4,52.314,-113.077,KEYERA NEVIS GAS PLANT 16-33-38-22W4,NEVIS,A0C0,Keyera Energy Ltd.,F6601     ,Amended,"Oct 04, 2010",A0C0,Keyera Energy Ltd.,E600,"Mar 01, 2001","Oct 04, 2010","Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process, Sulfreen Process","4,250.00",3803,0, ,245,200, ,150,50,47.95,2.05,95.9,"Jan 01, 1991","Nov 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001003,Gp Sulphur Rcvry,/01-23-004-29W4,49.311164,-113.804599,* GULF PINCHER CREEK,PINCHER CREEK,0002,Gulf Canada Limited,F63       ,Issued,"Mar 06, 2001",0EW6,Palmer Ranch (1984) Ltd.,E600,"Mar 06, 2001", ,,"2,536.00", , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001004,Gp Sulphur Rcvry,00/02-05-044-01W5,52.75609,-114.104607,KEYERA HOMEGLEN-RIMBEY 2-05-44-01W5,HOMEGLEN-RIMBEY,A0C0,Keyera Energy Ltd.,F9527     ,Amended,"Jan 06, 2017",A0C0,Keyera Energy Ltd.,E600,"Mar 20, 2001","Jan 06, 2017","Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","11,918.00",10010,4150,0,3000,1600,0,2264,50,47.95,2.05,95.9,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001006,Gp Sulphur Rcvry,/15-22-039-22W4,52.366978,-113.085087,* CHEVRON NEVIS,NEVIS,0045,Chevron Canada Limited,F7202     ,RecCertified,"Nov 07, 2005",0045,Chevron Canada Limited,E600,"Mar 01, 2001", , ,0, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001007,Gas Plant Sweet,00/16-30-072-04W5,55.266906,-114.614063,MITSUE 16-30-072-04W5,MITSUE,0HE9,Canadian Natural Resources Limited,F15125    ,Issued,"Mar 01, 2001",0HE9,Canadian Natural Resources Limited,B010,"Mar 01, 2001","Nov 29, 2011", ,704, , , , , , , , , , , ,"Sep 01, 2005","Dec 01, 2023",0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
ABGP0001009,Gas Plant Sweet,00/09-29-031-05W4,51.687307,-110.669963,SEDALIA 9-29-31-5 GP,SEDALIA,0RL9,Baytex Energy Ltd.,F4165     ,Amended,"Apr 22, 2002",0RL9,Baytex Energy Ltd.,B010,"May 01, 2001","Aug 26, 2006", ,396,393,0,0,0,0,0,15.9,0,0, , ,"Jan 01, 1991","Nov 01, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001011,Gas Plant Sweet,/01-03-035-01W5,51.971722,-114.050828,* SHELL INNISFAIL,INNISFAIL,0T03,Shell Canada Limited,F5119     ,Abandoned,"Jun 01, 2004",A216,Enhance Energy Inc.,E600,"May 01, 2001", , ,502, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001012,Gas Plant Sweet,/12-33-022-18W4,50.915848,-112.448743,PANCDN COUNTESS,COUNTESS,A7NW,Torxen Energy Ltd.,F3201     ,Amended,"Sep 25, 2015",A7NW,Torxen Energy Ltd.,B010,"Mar 06, 2001","Sep 25, 2015", ,"1,700.00",1650,0,0,0,0,14.5,0,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001013,Gp Acid Gas Flaring,00/15-22-040-03W5,52.461679,-114.347497,KEYERA GILBY PLANT 15-22-040-03W5,GILBY,A0C0,Keyera Energy Ltd.,F8214     ,Amended,"May 08, 2007",A0C0,Keyera Energy Ltd.,C300,"Mar 20, 2001","May 08, 2007", ,"2,000.00",1800, , ,250,170, ,160,0.55, ,0.55, ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001014,Gas Plant Sweet,02/08-17-029-22W4,51.47968,-113.054814,ATCO CARBON,WAYNE-ROSEDALE,0Z2W,ATCO Next Energy Ltd.,F3997     ,Amended,"Aug 09, 2022",0Z2W,ATCO Next Energy Ltd.,B010,"Mar 01, 2001","Aug 09, 2022",,"15,490.00",15460,0,0,0,0,0,90,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001015,Gas Plant Sweet,00/02-31-022-11W4,50.908954,-111.514676,WARDLOW 2-31-22-11w4,CESSFORD,0HE9,Canadian Natural Resources Limited,F3134     ,Issued,"Mar 26, 2001",0HE9,Canadian Natural Resources Limited,B010,"Mar 26, 2001", , ,120, , , , , , , , , , , ,"Jan 01, 1991","Oct 01, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001017,Gas Plant Sweet,00/04-15-027-15W4,51.300417,-112.043537,CESSFORD 04-15-027-15W4,CESSFORD,0HE9,Canadian Natural Resources Limited,F3690     ,Amended,"Oct 29, 2007",0HE9,Canadian Natural Resources Limited,B010,"Mar 01, 2001","Oct 29, 2007", ,265,250,0,0,0,0,0,10,0, , , ,"Jan 01, 1991","Mar 01, 2015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001018,Gas Plant Sweet,02/07-34-034-06W4,51.958045,-110.76689,TAURUS CONSORT 7-34-34-6W4 GP,PROVOST,A04N,Tamarack Valley Energy Ltd.,F4588     ,Amended,"May 27, 2020",A04N,Tamarack Valley Energy Ltd.,B010,"Mar 06, 2001","May 27, 2020", ,423,406,0,0,0,0,21,0,0, , , ,"Jan 01, 1991","Nov 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001020,Gp Sulphur Rcvry,00/03-03-030-02W5,51.534603,-114.202844,DEVON CARSTAIRS,CROSSFIELD,A8T8,HWN Energy Ltd.,F4142     ,Amended,"Nov 14, 2007",A8T8,HWN Energy Ltd.,E600,"Feb 28, 2001","Nov 14, 2007","Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","9,858.00",8392,0,0,657,498,0,1051,72.7,64.8,7.9,90,"Jan 01, 1991","Oct 01, 2008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001021,Gp Sulphur Rcvry,02/06-18-032-01W5,51.740354,-114.131785,GARRINGTON OLDS,GARRINGTON,A5BE,Whitecap Resources Inc.,F4390     ,Amended,"Jan 28, 2014",A5BE,Whitecap Resources Inc.,E600,"Mar 01, 2001","Jan 28, 2014","Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Superclaus Process","2,381.00",1895,0,0,140,120,0,825,404.9,398.4,9.6,98.4,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001022,Gas Plant Sweet,02/02-08-024-12W4,51.02497,-111.640806,CESSFORD 02-08-024-12W4,CESSFORD,0HE9,Canadian Natural Resources Limited,F23466    ,Amended,"Feb 03, 2006",0HE9,Canadian Natural Resources Limited,B010,"May 01, 2001","Aug 26, 2006", ,"1,416.00",1413.3,0,0,0,0,0,6,0, , , ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001023,Gp Acid Gas Flaring%,00/02-34-050-26W4,53.35421,-113.717419,IMPERIAL LEDUC-WOODBEND,LEDUC-WOODBEND,0007,Imperial Oil Resources Limited,F11646    ,Abandoned,"Nov 11, 2009",0007,Imperial Oil Resources Limited,D400,"Mar 02, 2001", , ,"1,200.00", , , , , , , ,1.01, , , ,"Jan 01, 1991","Nov 01, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001024,Gp Acid Gas Flaring%,00/01-14-085-13W6,56.364526,-119.928748,BOUNDARY LAKE 01-14-085-13W6,BOUNDARY LAKE SOUTH,0HE9,Canadian Natural Resources Limited,F17076    ,Amended,"Oct 16, 2008",0HE9,Canadian Natural Resources Limited,C300,"Mar 29, 2001","Oct 16, 2008","Regenerative, Acid Gas Flaring","1,355.00",1332, , , , ,1.9,3.9,0.99, ,0.98, ,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001025,Gas Plant Sweet,/13-09-079-22W5,55.837444,-117.389725,DEVON NORMANDVILLE,NORMANDVILLE,0HE9,Canadian Natural Resources Limited,F16342    ,RecCertified,"Nov 10, 2020",0HE9,Canadian Natural Resources Limited,B010,"Feb 28, 2001","Sep 14, 2006", ,354, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001026,Gas Plant Sweet,00/07-17-026-14W4,51.218223,-111.921422,CESSFORD 7-17-26-14W4,CESSFORD,0HE9,Canadian Natural Resources Limited,F3608     ,Abandoned,"Nov 07, 2012",0HE9,Canadian Natural Resources Limited,B010,"Mar 01, 2001", , ,182, , , , , , , , , , , ,"Jan 01, 1991","May 01, 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001027,Gas Plant Sweet,/15-22-051-27W4,53.423014,-113.893931,* IMPERIAL GOLDEN SPIKE,GOLDEN SPIKE,0007,Imperial Oil Resources Limited,F11882    ,Abandoned,"Jun 01, 2010",0007,Imperial Oil Resources Limited,B010,"Mar 02, 2001", , ,"2,500.00", , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABGP0001028,Gp Sulphur Rcvry,00/01-29-057-21W4,53.952559,-113.075135,Redwater GP 1-29-57-21W4,REDWATER,A8CW,Conifer Energy Inc.,F13234    ,Amended,"Mar 13, 2015",A8CW,Conifer Energy Inc.,E600,"Mar 02, 2001","Mar 13, 2015","Regenerative, Acid Gas Sulphur Recovery, Acid Gas Flaring, Claus Process",127.4,115, , , , ,48, ,4.99,4.75,0.99,69.7,"Jan 01, 1991","Dec 01, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
