iter	RMSE
508	0.6588372396
509	0.656584292
510	0.6543014266
511	0.6519287921
512	0.6496769583
513	0.6471789351
514	0.6468224424
515	0.6438747979
516	0.6409093239
517	0.6380297913
518	0.6372236435
519	0.6361570016
520	0.6339924493
521	0.6306723359
522	0.6270785005
523	0.6256251249
524	0.6253986043
525	0.6250705238
526	0.624100735
527	0.6227403348
528	0.6206642879
529	0.6200613619
530	0.6183421041
531	0.6156132864
532	0.613534274
533	0.6117201489
534	0.611403431
535	0.6109551137
536	0.6094805071
537	0.6090299061
538	0.6063664531
539	0.6053057403
540	0.6031270656
541	0.600205308
542	0.5988796567
543	0.5972434638
544	0.5969829065
545	0.5964442692
546	0.5959424323
547	0.595663864
548	0.5944085929
549	0.5922226762
550	0.5898684339
551	0.5875650285
552	0.5859726633
553	0.5848111613
554	0.5831208
555	0.5827816232
556	0.5801704958
557	0.579585839
558	0.5791878984
559	0.5764089765
560	0.5742753681
561	0.5727299657
562	0.5711387163
563	0.5691492125
564	0.5673622294
565	0.5647970737
566	0.5635899355
567	0.561566345
568	0.5613129694
569	0.5597877356
570	0.5585279839
571	0.5580548588
572	0.55780916
573	0.5570648581
574	0.556199882
575	0.554633262
576	0.5543505474
577	0.5520542258
578	0.5494534961
579	0.5479619442
580	0.5458310778
581	0.54538692
582	0.5448306422
583	0.5425455917
584	0.5400747839
585	0.5376715172
586	0.5356366658
587	0.5352581642
588	0.5344003604
589	0.5329959249
590	0.532554779
591	0.5307743954
592	0.5303202842
593	0.5296351592
594	0.5292584652
595	0.5274303506
596	0.5256528627
597	0.523819381
598	0.5218597696
599	0.5191625244
600	0.5166690824
601	0.5148450406
602	0.5117919149
603	0.5114531659
604	0.5111563371
605	0.509205077
606	0.5087036428
607	0.5060602732
608	0.5038980225
609	0.5036494694
610	0.5016815292
611	0.5009574422
612	0.4992420058
613	0.4988062877
614	0.4985772384
615	0.4981321282
616	0.495988324
617	0.4938306302
618	0.4916018722
619	0.4896903175
620	0.4874669474
621	0.4871971181
622	0.4862462421
623	0.4855505523
624	0.4843042502
625	0.483230824
626	0.4825599405
627	0.4812511487
628	0.4807163696
629	0.4788479587
630	0.4778177393
631	0.477613165
632	0.4773936251
633	0.4754495277
634	0.4734925825
635	0.4721880918
636	0.4701360536
637	0.4679627684
638	0.4662623291
639	0.4650314405
640	0.463961373
641	0.4617918349
642	0.4613512976
643	0.4597098146
644	0.4587282312
645	0.4574267764
646	0.4568755382
647	0.4554484292
648	0.4548562142
649	0.4529847097
650	0.4509395723
651	0.4505511067
652	0.4501281529
653	0.4497095029
654	0.4488059933
655	0.4484508987
656	0.4478615812
657	0.4477240881
658	0.446223675
659	0.4447949137
660	0.4427043939
661	0.442383342
662	0.4403501109
663	0.4382243456
664	0.4375875971
665	0.4358741444
666	0.4338815311
667	0.4333890445
668	0.4316987466
669	0.4300451655
670	0.4287757598
671	0.4276288454
672	0.4272242138
673	0.4258018506
674	0.4247374794
675	0.4238082595
676	0.4223933971
677	0.4210817212
678	0.4200966576
679	0.4184633071
680	0.4181526697
681	0.4160205677
682	0.4158546864
683	0.4141513814
684	0.4121936843
685	0.4101624646
686	0.4085157032
687	0.4069756832
688	0.4056411637
689	0.4050564501
690	0.4035250564
691	0.4021216727
692	0.4005374433
693	0.399874313
694	0.3983309335
695	0.3980546651
696	0.3971611509
697	0.39557738
698	0.3943897454
699	0.3941111626
700	0.3936511354
701	0.3923046964
702	0.3919548944
703	0.3905320709
704	0.3898065271
705	0.3875345889
706	0.3860388034
707	0.3847866425
708	0.3844981927
709	0.3831705478
710	0.382894213
711	0.381299051
712	0.3799798308
713	0.3785900392
714	0.3770977379
715	0.3768035914
716	0.3766924784
717	0.3761970874
718	0.3746703298
719	0.3741723614
720	0.3729188703
721	0.3718090957
722	0.3704633342
723	0.3688424636
724	0.3667574618
725	0.3659309026
726	0.3642826964
727	0.3641512324
728	0.363551641
729	0.3621425782
730	0.3618871249
731	0.3609564834
732	0.3606086224
733	0.3589414638
734	0.3574467508
735	0.3571193757
736	0.3569833063
737	0.3568636319
738	0.356505375
739	0.3544410642
740	0.3541261175
741	0.3537179805
742	0.3521653555
743	0.3504101847
744	0.3486917917
745	0.3485778416
746	0.3483583786
747	0.3473179995
748	0.3471963737
749	0.3470756466
750	0.3456245622
751	0.3453930159
752	0.3439288153
753	0.3438274676
754	0.3423050022
755	0.3415508795
756	0.3407380058
757	0.3394623907
758	0.3378428403
759	0.3368571702
760	0.3356192899
761	0.3337625931
762	0.3336496866
763	0.3321479861
764	0.330191257
765	0.3294663216
766	0.3291803069
767	0.3287633694
768	0.3273072139
769	0.3259488159
770	0.3246244005
771	0.3233449327
772	0.323211243
773	0.3229851967
774	0.3228899756
775	0.3224614824
776	0.3223367919
777	0.3216162795
778	0.3206062746
779	0.3197568627
780	0.3189613424
781	0.3178796547
782	0.31647187
783	0.3162775811
784	0.314826259
785	0.3139350865
786	0.312359879
787	0.3116084701
788	0.3109624806
789	0.3108382677
790	0.3106103257
791	0.3104871128
792	0.3100137094
793	0.3098644464
794	0.309747652
795	0.3083929099
796	0.3070185782
797	0.3062675466
798	0.304782078
799	0.3035717047
800	0.3034909954
801	0.3022169146
802	0.3014926359
803	0.3012027674
804	0.3005740239
805	0.2997296618
806	0.299589672
807	0.2994958344
808	0.2993764236
809	0.2990921339
810	0.2979126659
811	0.2968499491
812	0.2967349742
813	0.2958960227
814	0.2952791345
815	0.2943341166
816	0.2933676369
817	0.2920492106
818	0.2913665898
819	0.2900035112
820	0.2895423934
821	0.2894636725
822	0.2883472462
823	0.2882258368
824	0.2872365362
825	0.2863850907
826	0.2853821315
827	0.2843842061
828	0.2830292121
829	0.2822964569
830	0.2810866889
831	0.2801685158
832	0.2793193531
833	0.2784970706
834	0.2781068249
835	0.2771866273
836	0.2757935966
837	0.2756921727
838	0.2745278925
839	0.2734231805
840	0.2732773913
841	0.2721252402
842	0.2710497323
843	0.2702768719
844	0.2701733485
845	0.269304127
846	0.2685404096
847	0.2678900426
848	0.2668580382
849	0.2667783186
850	0.2667025219
851	0.2656936402
852	0.2653271185
853	0.2641729405
854	0.2630824747
855	0.2623609319
856	0.2616660616
857	0.260739678
858	0.2597064483
859	0.2587366563
860	0.2586397398
861	0.2576214907
862	0.2567582037
863	0.2556242798
864	0.2547117899
865	0.253714968
866	0.2529991525
867	0.2523683469
868	0.2518010119
869	0.2508679343
870	0.2499975366
871	0.2493777254
872	0.2489976432
873	0.2477594677
874	0.2467028619
875	0.2457427387
876	0.245622612
877	0.2448654043
878	0.2439382232
879	0.2432342871
880	0.2430612021
881	0.2419518161
882	0.2408592522
883	0.2403994298
884	0.2390186327
885	0.2389487563
886	0.2381115373
887	0.2368595698
888	0.2361806147
889	0.2350559454
890	0.2343203963
891	0.2329740932
892	0.232910463
893	0.2321760078
894	0.2317711054
895	0.2313187698
896	0.230547811
897	0.2298674488
898	0.2290101566
899	0.228341657
900	0.228236053
901	0.2272540614
902	0.2260492762
903	0.2257449446
904	0.2255401618
905	0.2247653601
906	0.2243287476
907	0.2237101126
908	0.222981382
909	0.2222413859
910	0.2220810267
911	0.2211129151
912	0.2204332816
913	0.220276258
914	0.2201986152
915	0.2195204877
916	0.2189639139
917	0.218432127
918	0.2181432411
919	0.2175873771
920	0.2168747238
921	0.2159870369
922	0.2148559091
923	0.2147816011
924	0.2140130583
925	0.2132745114
926	0.2123699478
927	0.2116977611
928	0.211155602
929	0.2105888099
930	0.2096978644
931	0.2094037475
932	0.2087257191
933	0.2081407143
934	0.2073417483
935	0.2067603525
936	0.2059461057
937	0.2058140123
938	0.2049735766
939	0.2045144592
940	0.2042232549
941	0.2031208687
942	0.2030294558
943	0.2029626418
944	0.2029068858
945	0.2022345589
946	0.2020274373
947	0.2012937364
948	0.2007926427
949	0.2000885115
950	0.1994646765
951	0.1993774621
952	0.1986086574
953	0.1978722747
954	0.1971087129
955	0.1966651914
956	0.1962217144
957	0.1961420692
958	0.1952465087
959	0.1946508623
960	0.1940053012
961	0.1934440126
962	0.1929798858
963	0.1929350848
964	0.192320563
965	0.1917374721
966	0.1913904574
967	0.1911364696
968	0.1901738494
969	0.1893588816
970	0.1891445797
971	0.1886688125
972	0.187830111
973	0.1877625813
974	0.1871462116
975	0.1866561212
976	0.1865951624
977	0.1861383587
978	0.1855354424
979	0.1848192596
980	0.1841251085
981	0.1835253592
982	0.1833369642
983	0.182814493
984	0.1826090356
985	0.1819765872
986	0.1813968776
987	0.1810037226
988	0.1805648067
989	0.1799381524
990	0.1798351172
991	0.1794699661
992	0.178925783
993	0.1788579965
994	0.1781625273
995	0.1776924866
996	0.1767626344
997	0.1762673084
998	0.1757316186
999	0.1756549093
